plan_id,rescue_experiment,method,scenario_family,target_status,tissue,anchor_recording_uid,anchor_recording_id,primary_metric_name,primary_metric_unit,error_A,error_B,error_C,delta_add,delta_rescue,delta_remaining,processing_success_A,processing_success_B,processing_success_C,valid_primary_A,valid_primary_B,valid_primary_C,n_variants
ART_CWT_PHASE,artifact,CWT_pyBOAT,phase_shift_hours,eligible,SCN,250811::1B-2MSCN_Raw.csv,1B-2MSCN,circular_absolute_error_radians,radians,0.026909756481721336,0.07740166624853595,0.015232410107783645,0.06918722332620098,0.06304740342708959,0.0020205336446394995,1.0,1.0,1.0,1.0,1.0,1.0,10
ART_CWT_PHASE,artifact,CWT_pyBOAT,phase_shift_hours,eligible,SCN,250811::1C-3FSCN_Raw.csv,1C-3FSCN,circular_absolute_error_radians,radians,0.11785691492858996,0.14694929521448374,0.11621136866866455,0.011612644846326958,0.012284379452616179,-0.001050254676702167,1.0,1.0,1.0,1.0,1.0,1.0,10
ART_CWT_PHASE,artifact,CWT_pyBOAT,phase_shift_hours,eligible,SCN,250811::1D-4FSCN_Raw.csv,1D-4FSCN,circular_absolute_error_radians,radians,0.11414270768853108,0.1354901968361486,0.11116879680372938,0.031154753183972872,0.030752069591333253,-0.0019853391712025825,1.0,1.0,1.0,1.0,1.0,1.0,10
ART_CWT_PHASE,artifact,CWT_pyBOAT,phase_shift_hours,eligible,SCN,251003::2A- M1SCn_Raw.csv,2A- M1SCn,circular_absolute_error_radians,radians,0.16151607901707132,0.15049657506658365,0.16024707569475405,-0.011237386792327664,-0.00925731232922189,-0.000497229867931992,1.0,1.0,1.0,1.0,1.0,1.0,10
ART_CWT_PHASE,artifact,CWT_pyBOAT,phase_shift_hours,eligible,SCN,251003::4B-M3SCN_Raw.csv,4B-M3SCN,circular_absolute_error_radians,radians,0.013031633481125349,0.08106055176143978,0.01543266685835687,0.07299874305930265,0.06756313362240807,0.004982774806777002,1.0,1.0,1.0,1.0,1.0,1.0,10
ART_CWT_PHASE,artifact,CWT_pyBOAT,phase_shift_hours,ineligible,DRG,250625 to 250728::5A-T10m1_Raw.csv,5A-T10m1,circular_absolute_error_radians,radians,0.060746659276013304,0.10638010684023946,0.06284147735050283,0.01368148748964848,0.017113925527518115,0.0011415839973309971,1.0,1.0,1.0,1.0,1.0,1.0,10
ART_CWT_POST_PERIOD,artifact,CWT_pyBOAT,post_period_hours,difficult,DRG,250625 to 250728::1D-L2m2_Raw.csv,1D-L2m2,absolute_error_hours,hours,0.043458974037386966,0.053410238196253346,0.046609526863013784,0.0009839406824294628,0.0004919703412173959,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10
ART_CWT_POST_PERIOD,artifact,CWT_pyBOAT,post_period_hours,difficult,DRG,250625 to 250728::8A-L3_Raw.csv,8A-L3,absolute_error_hours,hours,0.01907018347586309,0.1069781682332156,0.0255009511533153,0.084820138348352,0.0703517587939686,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10
ART_CWT_POST_PERIOD,artifact,CWT_pyBOAT,post_period_hours,difficult,SCN,250728::6A-SCNrM1_Raw.csv,6A-SCNrM1,absolute_error_hours,hours,0.18036410997247643,0.2412286474026395,0.18405585077448272,0.13652176968759733,0.16952042230085773,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10
ART_CWT_POST_PERIOD,artifact,CWT_pyBOAT,post_period_hours,eligible,DRG,250625 to 250728::1B-L1m2_Raw.csv,1B-L1m2,absolute_error_hours,hours,0.019056933032624457,0.09696205574634043,0.02542924952245862,0.08495268091321151,0.0731408894555603,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10
