method,scenario_family,scenario_level_number,scenario_level,added_component,target_status,method_applicable,primary_metric_name,primary_metric_unit,n_anchors_total,n_anchors_valid,median_processing_success_fraction,median_valid_fraction,median_primary_error,q25_primary_error,q75_primary_error,median_primary_error_deterioration,median_trajectory_pearson,median_trajectory_pearson_deterioration,median_target_segment_shape_nrmse,median_target_segment_shape_nrmse_deterioration,median_envelope_log_rate_error_per_day,median_envelope_log_rate_absolute_error_per_day,q25_envelope_log_rate_absolute_error_per_day,q75_envelope_log_rate_absolute_error_per_day,median_envelope_log_rate_absolute_error_deterioration,median_phase_equivalent_absolute_error_hours,median_phase_equivalent_absolute_error_hours_deterioration,median_ratio_log_error,median_ratio_log_error_deterioration
Hilbert,phase_shift_hours,7,S7_linear_drift,linear_drift,difficult,True,circular_absolute_error_radians,radians,11,11,1.0,1.0,0.23958926783440226,0.18585040440918266,0.33443058112064494,-1.685010090213268e-05,,,,,,,,,,0.9151635909027159,-6.436264440423667e-05,0.025454920234347297,-1.068576587649056e-06
Hilbert,phase_shift_hours,7,S7_linear_drift,linear_drift,eligible,True,circular_absolute_error_radians,radians,41,41,1.0,1.0,0.21425733288951765,0.13061226425303452,0.32136253398395276,-2.5915931093800637e-05,,,,,,,,,,0.818402726953259,-9.899156492176875e-05,0.0265228138405475,1.7844971138998578e-06
Hilbert,phase_shift_hours,7,S7_linear_drift,linear_drift,ineligible,True,circular_absolute_error_radians,radians,1,1,1.0,1.0,0.30210103482225414,0.30210103482225414,0.30210103482225414,-3.050077648936167e-05,,,,,,,,,,1.1539409521233253,-0.00011650438431409782,0.02918811124410025,3.6106098837499975e-05
Hilbert,phase_shift_hours,8,S8_baseline_step,baseline_step,difficult,True,circular_absolute_error_radians,radians,11,11,1.0,1.0,0.22086850441547234,0.19095312358856975,0.2792708977385867,0.003122578529804798,,,,,,,,,,0.8436555420248768,0.011927371397065345,0.02631380431941105,0.0004642511470924499
Hilbert,phase_shift_hours,8,S8_baseline_step,baseline_step,eligible,True,circular_absolute_error_radians,radians,41,41,1.0,1.0,0.19805791100142356,0.11038259719270438,0.290872583894185,-0.0108124630826405,,,,,,,,,,0.7565254933039497,-0.04130056671842075,0.028993047773311402,-0.0005030904052828503
Hilbert,phase_shift_hours,8,S8_baseline_step,baseline_step,ineligible,True,circular_absolute_error_radians,radians,1,1,1.0,1.0,0.29971878055875933,0.29971878055875933,0.29971878055875933,-0.001828681669287624,,,,,,,,,,1.1448414111216385,-0.006985049448207881,0.026457867629847198,-0.003896997141825398
Hilbert,phase_shift_hours,9,S9_acute_treatment_transient,acute_treatment_transient,difficult,True,circular_absolute_error_radians,radians,11,11,1.0,1.0,0.25408908212179604,0.17988834149248256,0.2898466869261742,-0.003508292177074379,,,,,,,,,,0.9705488017287929,-0.013400689003008337,0.02470241053811065,-0.0010284710260889509
Hilbert,phase_shift_hours,9,S9_acute_treatment_transient,acute_treatment_transient,eligible,True,circular_absolute_error_radians,radians,41,41,1.0,1.0,0.21996054408893162,0.12350504164450604,0.32371467999713044,-0.0025237156843436193,,,,,,,,,,0.84018738904647,-0.009639883826923934,0.02456901636809885,7.171289710630386e-05
Hilbert,phase_shift_hours,9,S9_acute_treatment_transient,acute_treatment_transient,ineligible,True,circular_absolute_error_radians,radians,1,1,1.0,1.0,0.31314852408576566,0.31314852408576566,0.31314852408576566,0.009427434382229372,,,,,,,,,,1.196139252724345,0.03601014678255099,0.033520124399515946,0.002126166159657099
Hilbert,post_amplitude_trajectory,0,S0_target_only,target_only,difficult,True,target_segment_calibrated_absolute_nrmse,NRMSE,10,10,1.0,1.0,0.4501467015474815,0.3607207596060028,0.593985880930382,0.0,0.9621192879351096,0.0,0.3080542580012652,0.0,0.4975428733418219,0.5276765513712597,0.34282613528752215,0.8878600575137059,0.0,,,0.1541514999398796,0.0
Hilbert,post_amplitude_trajectory,0,S0_target_only,target_only,eligible,True,target_segment_calibrated_absolute_nrmse,NRMSE,42,42,1.0,1.0,0.11415247174094842,0.08641646024398734,0.13849792253953142,0.0,0.993661833065512,0.0,0.06307099027999341,0.0,-0.0619513815456936,0.06711660868991257,0.04169597588437819,0.10301296851184036,0.0,,,0.0476929242320369,0.0
Hilbert,post_amplitude_trajectory,0,S0_target_only,target_only,ineligible,True,target_segment_calibrated_absolute_nrmse,NRMSE,1,1,1.0,1.0,0.49236434875238355,0.49236434875238355,0.49236434875238355,0.0,0.9770285981055278,0.0,0.30586412328495305,0.0,0.3729863760425734,0.3729863760425734,0.3729863760425734,0.3729863760425734,0.0,,,0.41862210611289474,0.0
Hilbert,post_amplitude_trajectory,1,S1_post_period,post_period,difficult,True,target_segment_calibrated_absolute_nrmse,NRMSE,10,10,1.0,1.0,0.6364833344018384,0.3160498560576878,1.4032315840390324,0.14515501672053008,0.9888888314156442,-0.013726497638203855,0.275146760114289,-0.01627176533244937,0.45348363937034036,0.45348363937034036,0.06572345361335835,0.6701740202639409,-0.21082663677316782,,,0.4889910839281304,0.33453591086715373
Hilbert,post_amplitude_trajectory,1,S1_post_period,post_period,eligible,True,target_segment_calibrated_absolute_nrmse,NRMSE,42,42,1.0,1.0,0.10676236587712104,0.08518515369034645,0.1315442683471758,-0.00030979737141673125,0.9951655038450112,-8.340796643974135e-05,0.054185054560931895,-0.001106201780585278,-0.053252891607905646,0.06402293722315927,0.050416187484337814,0.08358056712162029,3.1409871783155685e-05,,,0.05314417177818337,0.004893400979078101
Hilbert,post_amplitude_trajectory,1,S1_post_period,post_period,ineligible,True,target_segment_calibrated_absolute_nrmse,NRMSE,1,1,1.0,1.0,0.8965900882546631,0.8965900882546631,0.8965900882546631,0.42426946800031873,0.9858407038921027,-0.008121091824485727,0.3171963236059411,0.018296773551902207,0.4686142310653548,0.4686142310653548,0.4686142310653548,0.4686142310653548,0.08302372453066392,,,0.9380843717574443,0.4975004881800451
Hilbert,post_amplitude_trajectory,2,S2_linear_drift,linear_drift,difficult,True,target_segment_calibrated_absolute_nrmse,NRMSE,10,10,1.0,1.0,0.4503587093199323,0.3607256167424217,0.5940468433748768,1.505058024195427e-05,0.9621058880606947,3.6101074318839466e-06,0.3081821252605519,1.2863080960788531e-05,0.4986758785250602,0.5277902390835059,0.3444080406729538,0.8881585217616047,0.00014217548461334384,,,0.15441582409329446,2.7713946293958514e-05
Hilbert,post_amplitude_trajectory,2,S2_linear_drift,linear_drift,eligible,True,target_segment_calibrated_absolute_nrmse,NRMSE,42,42,1.0,1.0,0.11415922622042755,0.08641203444001325,0.1385024241368402,1.8615946727057464e-06,0.9936587882563828,5.44759994419719e-07,0.06309028334960931,3.576542775499819e-06,-0.06194021054806845,0.06713771535459842,0.04170057085747689,0.10302655209627926,1.4816845314236105e-05,,,0.0477051308502531,2.4447381682774286e-05
Hilbert,post_amplitude_trajectory,2,S2_linear_drift,linear_drift,ineligible,True,target_segment_calibrated_absolute_nrmse,NRMSE,1,1,1.0,1.0,0.49246968927539125,0.49246968927539125,0.49246968927539125,6.7135886763936e-05,0.9770049287251793,2.6725988789499944e-05,0.3058979938402163,5.902742902894054e-05,0.37329056320558873,0.37329056320558873,0.37329056320558873,0.37329056320558873,-3.060224567186243e-05,,,0.41645486331155457,-0.0022919394777353164
