calibration_id,source_grid_id,method,segment,period_hours,amplitude_gt,amplitude_estimated,processing_success,failure_reason
cal_0037,SYN_A034_2D-1FL2_V000,Hilbert,post,20.0,2.0,1.8585644295439405,True,
cal_0037,SYN_A034_2D-1FL2_V000,CWT_pyBOAT,pre,20.0,2.0,1.9942924163326115,True,
cal_0037,SYN_A034_2D-1FL2_V000,CWT_pyBOAT,post,20.0,2.0,1.9947691357965012,True,
cal_0038,SYN_A034_2D-1FL2_V000,STFT,pre,22.0,2.0,2.1504673259566776,True,
cal_0038,SYN_A034_2D-1FL2_V000,STFT,post,22.0,2.0,2.1498334614309265,True,
cal_0038,SYN_A034_2D-1FL2_V000,Hilbert,pre,22.0,2.0,2.0127321503876097,True,
cal_0038,SYN_A034_2D-1FL2_V000,Hilbert,post,22.0,2.0,1.9992732564574878,True,
cal_0038,SYN_A034_2D-1FL2_V000,CWT_pyBOAT,pre,22.0,2.0,1.9905656408555767,True,
cal_0038,SYN_A034_2D-1FL2_V000,CWT_pyBOAT,post,22.0,2.0,1.990816141619459,True,
cal_0039,SYN_A034_2D-1FL2_V000,STFT,pre,24.0,2.0,2.0091255065725027,True,
cal_0039,SYN_A034_2D-1FL2_V000,STFT,post,24.0,2.0,2.0091255065725044,True,
cal_0039,SYN_A034_2D-1FL2_V000,Hilbert,pre,24.0,2.0,2.024041903948272,True,
cal_0039,SYN_A034_2D-1FL2_V000,Hilbert,post,24.0,2.0,2.0445486769248142,True,
cal_0039,SYN_A034_2D-1FL2_V000,CWT_pyBOAT,pre,24.0,2.0,1.988581854823985,True,
cal_0039,SYN_A034_2D-1FL2_V000,CWT_pyBOAT,post,24.0,2.0,1.9891432018762418,True,
cal_0040,SYN_A034_2D-1FL2_V000,STFT,pre,26.0,2.0,1.8579330281105162,True,
cal_0040,SYN_A034_2D-1FL2_V000,STFT,post,26.0,2.0,1.8559403803066976,True,
cal_0040,SYN_A034_2D-1FL2_V000,Hilbert,pre,26.0,2.0,2.052654093805711,True,
cal_0040,SYN_A034_2D-1FL2_V000,Hilbert,post,26.0,2.0,2.0448417351682195,True,
cal_0040,SYN_A034_2D-1FL2_V000,CWT_pyBOAT,pre,26.0,2.0,1.9840548435337553,True,
cal_0040,SYN_A034_2D-1FL2_V000,CWT_pyBOAT,post,26.0,2.0,1.9848183578031309,True,
